연도, 월, 조사회차, 채수 일자, 중권역 명, 측정소 명,Q,BOD,Chl_a,COD,NH3_N,NO3_N,T_N,T_P
2021,3,2회차,2021.03.08,영산강상류,우치,0,2,27.3,5.5,0.156,2.679,3.371,0.118
2021,3,2회차,2021.03.08,영산강상류,광주천2,0,3.4,21.1,6.6,0.201,3.774,4.589,0.109
2021,3,2회차,2021.03.08,죽산보(영산강중류),광산,0,4.9,73.6,8.3,1.559,2.767,5.285,0.162
2021,3,2회차,2021.03.08,황룡강,황룡강3,,2.3,,4.3,,,3.016,0.067
2021,3,2회차,2021.03.08,황룡강,황룡강5,0,3.2,23.4,6.3,0.226,2.511,3.241,0.094
2021,3,2회차,2021.03.10,영산강상류,광주1,,5.8,45.6,10.4,0.192,1.942,3.127,0.142
2021,3,2회차,2021.03.10,영산강상류,광주2,,6.1,41.5,10.8,2.598,3.606,8.124,0.133
2021,3,2회차,2021.03.10,영산강상류,광주3,,7.3,28.8,11.4,2.232,4.235,8.334,0.176
2021,3,3회차,2021.03.15,영산강상류,우치,,4,124.8,8.8,0.013,1.469,2.307,0.124
2021,3,3회차,2021.03.15,영산강상류,광주천2,,4,77.2,8.1,0.032,2.313,3.04,0.15
2021,3,3회차,2021.03.15,죽산보(영산강중류),광산,,5.3,103.3,9.2,1.497,2.03,4.686,0.185
2021,3,3회차,2021.03.15,황룡강,황룡강3,,2.2,,4.7,,,2.148,0.062
2021,3,3회차,2021.03.15,황룡강,황룡강5,,4.5,71.1,7.5,0.091,1.497,2.246,0.092
2021,3,3회차,2021.03.16,영산강상류,광주1,,10,86.3,14.5,0.019,1.176,2.3,0.156
2021,3,3회차,2021.03.16,영산강상류,광주2,,21.3,20.8,13.8,4.863,1.803,8.937,0.526
2021,3,3회차,2021.03.16,영산강상류,광주3,,8.9,27.9,10.6,3.973,2.904,8.695,0.181
2021,3,4회차,2021.03.22,영산강상류,우치,,5.9,123.1,10.5,0.012,1.242,2.12,0.129
2021,3,4회차,2021.03.22,영산강상류,광주천2,,4,26.9,5.8,0.18,2.017,2.924,0.098
2021,3,4회차,2021.03.22,죽산보(영산강중류),광산,,5.1,85.6,9.7,3.917,2.002,7.368,0.18
2021,3,4회차,2021.03.22,황룡강,황룡강3,,3.2,,6.5,,,2.507,0.095
2021,3,4회차,2021.03.22,황룡강,황룡강5,,4.4,65.5,7.8,0.074,1.042,1.829,0.091
2021,3,4회차,2021.03.24,영산강상류,광주1,,10.5,158.6,13.5,0.084,0.69,1.805,0.169
2021,3,4회차,2021.03.24,영산강상류,광주2,,13.2,85.7,14.5,1.479,1.803,4.682,0.194
2021,3,4회차,2021.03.24,영산강상류,광주3,,6.4,21.1,12.4,4.803,3.251,10.006,0.179
2021,3,5회차,2021.03.29,영산강상류,우치,,2.5,33.4,7.2,0.268,1.811,2.829,0.195
2021,3,5회차,2021.03.29,영산강상류,광주천2,,2.7,8.2,4.1,0.099,2.434,2.738,0.108
2021,3,5회차,2021.03.29,죽산보(영산강중류),광산,,5.2,88.2,9.5,0.822,1.738,3.342,0.243
2021,3,5회차,2021.03.29,황룡강,황룡강3,,2.7,,5.5,,,2.657,0.103
2021,3,5회차,2021.03.29,황룡강,황룡강5,,3.7,63.8,8.6,0.252,1.688,2.833,0.145
2021,4,1회차,2021.04.01,영산강상류,광주천1,,1.3,5.3,4.4,0.032,1.589,1.876,0.025
2021,4,1회차,2021.04.02,황룡강,황룡강4,,2.3,31.9,7.4,0.023,1.674,2.323,0.036
2021,4,1회차,2021.04.05,영산강상류,우치,0,2.6,67.1,6,0.556,1.64,2.865,0.164
2021,4,1회차,2021.04.05,영산강상류,광주천2,,3.3,47.2,6.3,0.27,1.919,3.014,0.114
2021,4,1회차,2021.04.05,죽산보(영산강중류),광산,0,5.9,127.3,8.9,1.882,1.531,4.454,0.181
2021,4,1회차,2021.04.05,황룡강,황룡강3,,2.8,,4.7,,,2.434,0.069
2021,4,1회차,2021.04.05,황룡강,황룡강5,0,3.8,77.2,7.5,0.058,1.359,2.145,0.096
2021,4,1회차,2021.04.06,영산강상류,광주1,정량한계미만,4.4,138.1,10.3,0.062,1.221,1.972,0.117
2021,4,1회차,2021.04.06,영산강상류,광주2,정량한계미만,8.9,99.8,11.9,1.942,1.774,4.787,0.139
2021,4,1회차,2021.04.06,영산강상류,광주3,정량한계미만,8.3,49.7,12.2,4.205,2.158,8.622,0.309
2021,4,1회차,2021.04.06,황룡강,황룡강1,,1.1,11.7,3.4,0.079,1.566,1.752,0.065
2021,4,1회차,2021.04.06,황룡강,황룡강2,,1.8,25.6,3.8,0.072,1.319,1.667,0.086
2021,4,1회차,2021.04.14,영산강상류,산동,,4.6,105.4,9.3,0,1.115,1.846,0.111
2021,4,2회차,2021.04.12,영산강상류,우치,,2.1,47.3,5.8,0.019,1.041,1.637,0.076
2021,4,2회차,2021.04.12,영산강상류,광주천2,,4.3,104.6,6.8,0.086,3.192,4.275,0.134
2021,4,2회차,2021.04.12,죽산보(영산강중류),광산,,6.9,224.1,12.3,1.352,2.099,4.74,0.17
2021,4,2회차,2021.04.12,황룡강,황룡강3,,3,,6,,,1.844,0.064
2021,4,2회차,2021.04.12,황룡강,황룡강5,,4.5,103.2,8.7,0.118,0.837,1.773,0.112
2021,4,2회차,2021.04.14,영산강상류,광주1,,6.2,127.5,10.2,0.017,0.816,1.543,0.103
2021,4,2회차,2021.04.14,영산강상류,광주2,,11.5,98.6,10.4,2.009,1.561,4.802,0.154
2021,4,2회차,2021.04.14,영산강상류,광주3,,12.5,94.4,11.1,2.849,1.632,6.245,0.236
2021,4,3회차,2021.04.19,영산강상류,우치,,4.2,128.6,8.6,0.014,0.954,1.693,0.102
2021,4,3회차,2021.04.19,영산강상류,광주천2,,4.4,88,9,0.01,2.589,3.499,0.169
2021,4,3회차,2021.04.19,죽산보(영산강중류),광산,,6.8,228.3,13.6,1.614,2.456,5.668,0.166
2021,4,3회차,2021.04.19,황룡강,황룡강3,,3.3,,5.5,,,2.074,0.114
2021,4,3회차,2021.04.19,황룡강,황룡강5,,4,62.5,7.8,0.088,0.813,1.621,0.097
2021,4,3회차,2021.04.20,영산강상류,광주1,,7.2,157.2,10.3,0.029,0.475,1.184,0.098
2021,4,3회차,2021.04.20,영산강상류,광주2,,8.6,98.5,9.6,2.687,2.159,6.81,0.173
2021,4,3회차,2021.04.20,영산강상류,광주3,,8.9,121.3,10.4,3.268,2.856,8.482,0.132
2021,4,4회차,2021.04.26,영산강상류,우치,,3.6,75.6,8,0.02,0.49,1.194,0.098
2021,4,4회차,2021.04.26,죽산보(영산강중류),광산,,4.1,57.2,9.2,2.234,2.006,4.997,0.091
2021,4,4회차,2021.04.26,황룡강,황룡강5,,3.5,19.7,7.3,0.284,0.535,1.505,0.107
2021,4,4회차,2021.04.27,영산강상류,광주1,,5.8,89.7,9.4,0.192,0.417,1.653,0.208
2021,4,4회차,2021.04.27,영산강상류,광주2,,7.4,19.3,8.4,4.194,2.039,7.507,0.196
2021,4,4회차,2021.04.27,영산강상류,광주3,,12.1,16.7,9.7,5.655,1.957,9.236,0.276
2021,5,1회차,2021.05.03,영산강상류,우치,,3.7,84.2,8.2,0.019,0.411,1.115,0.104
2021,5,1회차,2021.05.03,영산강상류,광주천2,,3.3,13.8,7.5,0.581,1.714,3.015,0.127
2021,5,1회차,2021.05.03,영산강상류,광주1,정량한계미만,5.1,22.7,10.8,0.348,0.38,1.941,0.223
2021,5,1회차,2021.05.03,영산강상류,광주2,정량한계미만,9.5,13.3,10.4,5.092,1.482,7.418,0.222
2021,5,1회차,2021.05.03,영산강상류,광주3,정량한계미만,5.4,20.3,10.5,4.967,1.787,7.995,0.223
2021,5,1회차,2021.05.03,죽산보(영산강중류),광산,,4.8,77.4,11.2,2.47,1.222,4.657,0.226
2021,5,1회차,2021.05.03,황룡강,황룡강3,,3.4,,6,,,1.257,0.088
2021,5,1회차,2021.05.03,황룡강,황룡강4,,2.7,21.8,8.6,0.021,0.54,0.59,0.046
2021,5,1회차,2021.05.03,황룡강,황룡강5,,3.3,35.4,6,0.183,0.419,1.279,0.101
2021,5,1회차,2021.05.04,영산강상류,광주천1,,5.7,3.6,7.6,1.495,3.191,8.192,0.095
2021,5,1회차,2021.05.06,황룡강,황룡강1,,0.8,4.4,4.1,0.068,0.79,0.965,0.06
2021,5,1회차,2021.05.06,황룡강,황룡강2,,1.7,17.8,4.8,0.07,0.696,0.88,0.051
2021,5,1회차,2021.05.17,영산강상류,산동,,5,30,11.1,0.445,1.113,2.516,0.239
2021,5,2회차,2021.05.10,영산강상류,우치,0,3.8,92.8,10.2,0.043,0.391,1.308,0.115
2021,5,2회차,2021.05.10,영산강상류,광주천2,,4.1,38.9,7.1,0.27,2.656,3.687,0.137
2021,5,2회차,2021.05.10,죽산보(영산강중류),광산,0,5.1,88.3,11.2,2.085,2.385,5.348,0.16
2021,5,2회차,2021.05.10,황룡강,황룡강3,,4.4,,8,,,1.233,0.085
2021,5,2회차,2021.05.10,황룡강,황룡강5,0,3.7,41,7.9,0.421,0.32,1.305,0.112
2021,5,2회차,2021.05.11,영산강상류,광주1,,7.3,70.8,11.7,0.103,0.267,1.363,0.182
2021,5,2회차,2021.05.11,영산강상류,광주2,,9.1,30.8,10.7,2.95,2.782,6.865,0.186
2021,5,2회차,2021.05.11,영산강상류,광주3,,10.9,43,10.7,2.464,2.009,5.877,0.203
2021,5,3회차,2021.05.17,영산강상류,우치,,2.1,15.2,9.7,0.403,1.311,2.575,0.282
2021,5,3회차,2021.05.17,영산강상류,광주천2,,2.8,5.4,6.6,0.671,2.264,3.765,0.197
2021,5,3회차,2021.05.17,영산강상류,광주1,,4.7,13.5,11.1,0.464,1.212,2.662,0.217
2021,5,3회차,2021.05.17,영산강상류,광주2,,10.4,27.3,11.9,1.256,1.347,3.555,0.385
2021,5,3회차,2021.05.17,영산강상류,광주3,,8.4,21.4,11.3,0.659,1.273,2.989,0.258
2021,5,3회차,2021.05.17,죽산보(영산강중류),광산,,3,13.9,7.9,1.159,0.986,2.937,0.237
2021,5,3회차,2021.05.17,황룡강,황룡강3,,3.5,,6.1,,,1.765,0.117
2021,5,3회차,2021.05.17,황룡강,황룡강5,,3.3,15,6.6,0.267,0.765,1.475,0.118
2021,5,4회차,2021.05.24,영산강상류,우치,,3.2,67.3,8,0.098,0.911,1.943,0.15
2021,5,4회차,2021.05.24,영산강상류,광주천2,,3.9,41.4,6.8,0.274,2.19,3.203,0.164
2021,5,4회차,2021.05.24,영산강상류,광주1,,4.8,109.3,12.1,0.018,0.682,1.573,0.132
2021,5,4회차,2021.05.24,영산강상류,광주2,,9.2,91,12.9,1.746,1.335,4.405,0.221
2021,5,4회차,2021.05.24,영산강상류,광주3,,10.3,72.6,11.6,3.068,1.754,6.261,0.24
2021,5,4회차,2021.05.24,죽산보(영산강중류),광산,,6.9,177.9,11.9,0.751,1.725,3.966,0.168
2021,5,4회차,2021.05.24,황룡강,황룡강3,,3.4,,7,,,1.513,0.101
2021,5,4회차,2021.05.24,황룡강,황룡강5,,4.3,69.1,7.8,0.099,0.744,1.705,0.115
2021,6,1회차,2021.06.01,영산강상류,우치,0,2.8,23.5,8.6,0.307,1.342,2.649,0.161
2021,6,1회차,2021.06.01,영산강상류,광주천2,0,4.4,49.8,8.5,0.712,2.665,4.505,0.199
2021,6,1회차,2021.06.01,영산강상류,광주1,정량한계미만,3.7,22.5,12.2,0.055,1.056,2.205,0.157
2021,6,1회차,2021.06.01,영산강상류,광주2,정량한계미만,5.3,9,11.8,1.257,1.72,4.937,0.218
2021,6,1회차,2021.06.01,영산강상류,광주3,정량한계미만,7.3,14.8,13.8,2.073,2.068,6.194,0.242
2021,6,1회차,2021.06.01,죽산보(영산강중류),광산,0,5.3,122,14,0.664,1.927,4.005,0.172
2021,6,1회차,2021.06.01,황룡강,황룡강1,정량한계미만,1.7,8.6,4.5,0.043,0.854,1.115,0.077
2021,6,1회차,2021.06.01,황룡강,황룡강3,,3.9,,7.5,,,1.502,0.084
2021,6,1회차,2021.06.01,황룡강,황룡강5,0,4.3,62.2,7.8,0.06,0.804,1.455,0.075
2021,6,1회차,2021.06.01,황룡강,황룡강2,정량한계미만,1.8,17.9,5.7,0.054,0.818,1.205,0.088
2021,6,1회차,2021.06.02,영산강상류,광주천1,0,5.5,3.7,8.2,1.308,4.937,8.153,0.107
2021,6,1회차,2021.06.04,황룡강,황룡강4,0,4.4,52.6,10.7,0.018,0.732,1.139,0.032
2021,6,1회차,2021.06.08,영산강상류,산동,정량한계미만,2.4,27.6,13,0.085,1.156,2.196,0.13
2021,6,2회차,2021.06.07,영산강상류,우치,,2.3,15,8,0.202,1.143,2.224,0.121
2021,6,2회차,2021.06.07,영산강상류,광주천2,,3.5,43.2,8.7,0.181,2.755,3.95,0.167
2021,6,2회차,2021.06.07,죽산보(영산강중류),광산,,5,95.8,11.8,1.144,1.487,3.566,0.087
2021,6,2회차,2021.06.07,황룡강,황룡강3,,3,,7,,,1.701,0.087
2021,6,2회차,2021.06.07,황룡강,황룡강5,,4.3,75,8.1,0.061,0.738,1.577,0.109
2021,6,2회차,2021.06.08,영산강상류,광주1,,2.6,41.3,12.8,0.08,1.196,2.144,0.12
2021,6,2회차,2021.06.08,영산강상류,광주2,,4.1,39.5,10.3,0.529,1.954,3.627,0.142
2021,6,2회차,2021.06.08,영산강상류,광주3,,5.7,56.2,11.5,1.624,2.383,5.238,0.197
2021,6,3회차,2021.06.14,영산강상류,우치,,3.3,19.6,9.6,0.113,0.878,1.999,0.13
2021,6,3회차,2021.06.14,영산강상류,광주천2,,3.7,27.7,7.7,0.108,1.971,3.034,0.142
2021,6,3회차,2021.06.14,죽산보(영산강중류),광산,,4.7,82.9,10,1.223,1.225,3.631,0.167
2021,6,3회차,2021.06.14,황룡강,황룡강3,,3.1,,7.7,,,2.241,0.08
2021,6,3회차,2021.06.14,황룡강,황룡강5,,4.1,58.9,8.5,0.138,1.128,1.986,0.103
2021,6,3회차,2021.06.16,영산강상류,광주1,,2.7,22.8,9.7,0.29,1.071,2.393,0.173
2021,6,3회차,2021.06.16,영산강상류,광주2,,4.6,23.5,9.5,0.548,1.46,2.994,0.181
2021,6,3회차,2021.06.16,영산강상류,광주3,,4.9,26.2,10.3,0.651,1.228,2.913,0.171
2021,6,4회차,2021.06.21,영산강상류,우치,,2.5,19.5,7.9,0.114,0.957,2.097,0.108
2021,6,4회차,2021.06.21,영산강상류,광주천2,,3.7,52.5,8.1,0.02,1.712,2.576,0.146
2021,6,4회차,2021.06.21,죽산보(영산강중류),광산,,7.1,96.6,12.5,0.989,1.423,3.503,0.079
2021,6,4회차,2021.06.21,황룡강,황룡강3,,3.9,,8.9,,,1.84,0.141
2021,6,4회차,2021.06.21,황룡강,황룡강5,,5.3,88,10.7,0.031,0.713,1.695,0.1
2021,6,4회차,2021.06.22,영산강상류,광주1,,2.7,53.5,11.6,0.08,0.941,1.885,0.138
2021,6,4회차,2021.06.22,영산강상류,광주2,,4.2,46.8,11.3,1.052,1.475,3.754,0.164
2021,6,4회차,2021.06.22,영산강상류,광주3,,4.7,55.9,12.3,2.247,1.774,5.812,0.181
2021,6,5회차,2021.06.28,영산강상류,우치,,3.4,32.8,10.3,0.127,0.592,1.569,0.109
2021,6,5회차,2021.06.28,영산강상류,광주천2,,5.4,62.9,8.5,0.173,1.394,2.59,0.163
2021,6,5회차,2021.06.28,죽산보(영산강중류),광산,,7,60.2,12.8,1.222,1.266,3.221,0.145
2021,6,5회차,2021.06.28,황룡강,황룡강3,,3.2,,8.1,,,1.797,0.09
2021,6,5회차,2021.06.28,황룡강,황룡강5,,3.6,34.5,8.7,0.228,0.455,1.307,0.097
2021,7,1회차,2021.07.01,영산강상류,광주천1,,2.9,7.9,7.6,0.507,3.041,5.24,0.099
2021,7,1회차,2021.07.01,황룡강,황룡강1,,3.8,15.6,6.2,0.005,0.403,0.755,0.081
2021,7,1회차,2021.07.01,황룡강,황룡강4,,3.5,86.5,14.3,0,0.807,1.047,0.043
2021,7,1회차,2021.07.01,황룡강,황룡강2,,2,24.7,7.1,0.021,0.607,1.172,0.114
2021,7,1회차,2021.07.05,영산강상류,우치,,2.3,15.7,8.7,0.446,1.095,2.236,0.119
2021,7,1회차,2021.07.05,영산강상류,광주천2,,1.9,10.9,5.7,0.378,1.2,2.202,0.167
2021,7,1회차,2021.07.05,영산강상류,광주1,정량한계미만,1.7,5.3,6.8,0.394,0.863,1.901,0.131
2021,7,1회차,2021.07.05,영산강상류,광주2,정량한계미만,4.8,7.6,6,1.183,0.866,2.988,0.121
2021,7,1회차,2021.07.05,영산강상류,광주3,정량한계미만,5,3.3,6.5,1.855,0.9,3.498,0.184
2021,7,1회차,2021.07.05,죽산보(영산강중류),광산,,4.4,25.1,9.2,0.885,0.903,2.635,0.197
2021,7,1회차,2021.07.05,황룡강,황룡강5,,2,25.5,7.9,0.379,0.749,1.801,0.122
2021,7,1회차,2021.07.12,황룡강,황룡강3,,1.7,,5.1,,,2.295,0.055
2021,7,1회차,2021.07.14,영산강상류,산동,,2.3,29.7,5.9,0.043,1.14,1.757,0.101
2021,7,2회차,2021.07.12,영산강상류,우치,0,1.7,12.2,5.4,0.104,1.572,2.077,0.078
2021,7,2회차,2021.07.12,영산강상류,광주천2,,1.6,2,4.4,0.442,1.929,3.055,0.166
2021,7,2회차,2021.07.12,죽산보(영산강중류),광산,0,6.8,60.3,7.3,0.527,1.71,3.04,0.087
2021,7,2회차,2021.07.12,황룡강,황룡강5,0,4.2,81.4,8.4,0.033,1.562,2.185,0.07
2021,7,2회차,2021.07.14,영산강상류,광주1,,2.9,3.6,9.9,0.045,1.093,1.69,0.126
2021,7,2회차,2021.07.14,영산강상류,광주2,,4.1,4.9,10.1,1.647,1.552,4.138,0.161
2021,7,2회차,2021.07.14,영산강상류,광주3,,5.1,3.4,10.9,2.023,1.455,4.535,0.206
2021,7,2회차,2021.07.19,황룡강,황룡강3,,3.1,,6,,,1.342,0.071
2021,7,3회차,2021.07.19,영산강상류,우치,,3.1,43.4,6.3,0.014,0.817,1.392,0.08
2021,7,3회차,2021.07.19,영산강상류,광주천2,,7.6,100.9,8.9,0.028,1.631,2.734,0.163
2021,7,3회차,2021.07.19,죽산보(영산강중류),광산,,5.6,75.5,8.8,0.714,1.005,2.867,0.167
2021,7,3회차,2021.07.19,황룡강,황룡강5,,4.6,79.1,7.8,0.052,0.563,1.22,0.097
2021,7,3회차,2021.07.20,영산강상류,광주1,,3.4,46.7,7.4,0.031,0.694,1.382,0.136
2021,7,3회차,2021.07.20,영산강상류,광주2,,8,49.8,8.6,1.973,1.141,4.204,0.163
2021,7,3회차,2021.07.20,영산강상류,광주3,,8.3,55.7,8.9,2.102,1.448,4.719,0.174
2021,7,3회차,2021.07.26,황룡강,황룡강3,,3.7,,7.6,,,0.995,0.086
2021,7,4회차,2021.07.26,영산강상류,우치,,4.9,117.3,9.2,0.023,0.405,0.985,0.097
2021,7,4회차,2021.07.26,영산강상류,광주천2,,6.1,198.7,10.6,0.03,1.77,2.981,0.187
2021,7,4회차,2021.07.26,죽산보(영산강중류),광산,,5.9,142.8,9.6,0.801,1.754,3.985,0.143
2021,7,4회차,2021.07.26,황룡강,황룡강5,,6.5,102.9,10.5,0.003,0.3,1.067,0.141
2021,7,4회차,2021.07.27,영산강상류,광주1,,4.1,117.2,14.7,0.057,0.604,1.047,0.237
2021,7,4회차,2021.07.27,영산강상류,광주2,,6.4,70.4,11.4,3.514,1.152,6.382,0.185
2021,7,4회차,2021.07.27,영산강상류,광주3,,9.2,78.5,12.9,4.66,1.626,8.462,0.162
2021,8,1회차,2021.08.02,영산강상류,우치,,3.8,30.2,8.4,0.239,1.018,1.936,0.17
2021,8,1회차,2021.08.02,죽산보(영산강중류),광산,,7.5,134.8,11.6,1.677,0.841,3.434,0.195
2021,8,1회차,2021.08.02,황룡강,황룡강5,,4.5,87.4,8.8,0.089,0.312,1.018,0.135
2021,8,1회차,2021.08.04,영산강상류,광주천1,,1.6,5,5.2,0.053,1.08,3.128,0.086
2021,8,1회차,2021.08.04,황룡강,황룡강4,,2.9,48.8,8.2,0.012,0.432,1.395,0.139
2021,8,1회차,2021.08.05,영산강상류,광주1,정량한계미만,1.8,52,8.1,정량한계미만,0.848,1.458,0.243
2021,8,1회차,2021.08.05,영산강상류,광주2,정량한계미만,2.5,46,9.4,0.634,1.131,3.659,0.161
2021,8,1회차,2021.08.05,영산강상류,광주3,정량한계미만,4.5,62.5,10.8,1.198,1.023,5.228,0.358
2021,8,1회차,2021.08.09,영산강상류,광주천2,,5.2,24.4,7.2,1.335,1.022,3.094,0.245
2021,8,1회차,2021.08.09,황룡강,황룡강1,,1.7,11.2,4.6,0.022,0.594,0.814,0.097
2021,8,1회차,2021.08.09,황룡강,황룡강3,,3.2,,6.3,,,1.165,0.067
2021,8,1회차,2021.08.09,황룡강,황룡강2,,2.3,12.4,5.3,0.029,0.554,0.796,0.084
2021,8,1회차,2021.08.11,영산강상류,산동,,2.3,2.6,8.4,0.084,0.506,0.971,0.108
2021,8,2회차,2021.08.09,영산강상류,우치,0,2.9,30.9,6.6,0.036,0.724,1.199,0.087
2021,8,2회차,2021.08.09,죽산보(영산강중류),광산,0,5.9,54.2,8.8,0.889,0.856,2.493,0.165
2021,8,2회차,2021.08.09,황룡강,황룡강5,0,3,49.1,7.1,0.113,0.643,1.171,0.105
2021,8,2회차,2021.08.11,영산강상류,광주1,,3.2,34.3,9.4,0.08,0.396,0.904,0.118
2021,8,2회차,2021.08.11,영산강상류,광주2,,4,36.2,10,1.657,0.99,3.976,0.09
2021,8,2회차,2021.08.11,영산강상류,광주3,,4.9,39.2,12.3,1.716,0.986,4.256,0.12
2021,8,2회차,2021.08.17,영산강상류,광주천2,,6.1,40.8,7.7,0.845,0.883,2.618,0.243
2021,8,2회차,2021.08.17,황룡강,황룡강3,,3.2,,5.1,,,0.951,0.058
2021,8,3회차,2021.08.17,영산강상류,우치,,3.3,22.4,7,0.078,0.804,1.406,0.087
2021,8,3회차,2021.08.17,영산강상류,광주1,,3.1,51.3,12,0,0.333,0.913,0.124
2021,8,3회차,2021.08.17,영산강상류,광주2,,4.2,23.3,14,2.766,1.078,4.829,0.248
2021,8,3회차,2021.08.17,영산강상류,광주3,,4.6,40,13.1,3.165,1.246,5.674,0.39
2021,8,3회차,2021.08.17,죽산보(영산강중류),광산,,8.8,108.8,9.2,1.221,1.079,3.207,0.225
2021,8,3회차,2021.08.17,황룡강,황룡강5,,3.9,38.6,7.6,0.094,0.429,0.94,0.086
2021,8,4회차,2021.08.26,영산강상류,광주1,,1.2,1.8,8.1,0.169,1.232,1.779,0.154
2021,8,4회차,2021.08.26,영산강상류,광주2,,2.2,3.6,6.3,0.601,1.229,2.483,0.183
2021,8,4회차,2021.08.26,영산강상류,광주3,,2.1,1.1,7.4,0.576,1.185,2.394,0.198
2021,8,4회차,2021.08.30,영산강상류,우치,,2.2,4.2,5.6,0.124,1.115,1.837,0.146
2021,8,4회차,2021.08.30,죽산보(영산강중류),광산,,2.3,4.2,5.7,0.163,1.647,2.424,0.148
2021,8,4회차,2021.08.30,황룡강,황룡강5,,2.1,3.2,5.6,0.11,1.364,1.943,0.144
2021,9,1회차,2021.09.01,황룡강,황룡강1,정량한계미만,1.2,3.6,3.7,0.042,1.47,1.672,0.067
2021,9,1회차,2021.09.01,황룡강,황룡강2,정량한계미만,0.7,3.5,3.8,0.026,1.721,1.906,0.067
2021,9,1회차,2021.09.02,영산강상류,광주천1,0,1.5,5.1,3.6,0.042,1.039,1.053,0.061
2021,9,1회차,2021.09.02,영산강상류,광주1,정량한계미만,1,2.8,6.7,0.114,1.183,1.815,0.222
2021,9,1회차,2021.09.02,영산강상류,광주2,정량한계미만,1.5,2.5,6.6,0.459,1.285,2.311,0.248
2021,9,1회차,2021.09.02,영산강상류,광주3,정량한계미만,1.5,2.7,6.3,0.298,1.299,2.114,0.207
2021,9,1회차,2021.09.02,황룡강,황룡강4,0,1.4,8.6,5.6,0.044,1.328,1.574,0.132
2021,9,1회차,2021.09.06,영산강상류,우치,0,1.9,3.9,5,0.098,1.275,1.754,0.11
2021,9,1회차,2021.09.06,영산강상류,광주천2,0,2.1,1.9,3.4,0.335,2.227,3.089,0.144
2021,9,1회차,2021.09.06,죽산보(영산강중류),광산,0,2.5,15.4,5.1,0.618,1.654,2.852,0.107
2021,9,1회차,2021.09.06,황룡강,황룡강3,,1.9,,4,,,1.778,0.062
2021,9,1회차,2021.09.06,황룡강,황룡강5,0,1.8,25,5,0.107,1.251,1.714,0.069
2021,9,1회차,2021.09.08,영산강상류,산동,정량한계미만,0.9,0.3,5.3,0.073,1.35,1.781,0.092
2021,9,2회차,2021.09.08,영산강상류,광주1,,0.9,5.1,5.3,0.09,1.4,1.83,0.1
2021,9,2회차,2021.09.08,영산강상류,광주2,,2,1.7,7.1,0.797,1.881,3.242,0.109
2021,9,2회차,2021.09.08,영산강상류,광주3,,1.7,1.4,7,0.865,1.881,3.413,0.109
2021,9,2회차,2021.09.13,영산강상류,우치,,1.8,6.6,4.1,0.034,1.204,1.553,0.061
2021,9,2회차,2021.09.13,죽산보(영산강중류),광산,,3.9,62.9,6.3,0.793,1.814,3.208,0.074
2021,9,2회차,2021.09.13,황룡강,황룡강5,,3.7,50.7,5.5,0.035,0.994,1.28,0.06
2021,9,2회차,2021.09.23,영산강상류,광주천2,,1.9,1.6,5.5,0.858,1.837,3.515,0.175
2021,9,2회차,2021.09.27,황룡강,황룡강3,,3.1,,4.8,,,1.35,0.065
2021,9,3회차,2021.09.14,영산강상류,광주1,,1.7,6.6,4.8,0.126,1.115,1.625,0.09
2021,9,3회차,2021.09.14,영산강상류,광주2,,1.9,7.9,5.7,1.641,1.871,4.634,0.081
2021,9,3회차,2021.09.14,영산강상류,광주3,,2.7,15.8,6.3,1.86,1.86,4.853,0.086
2021,9,3회차,2021.09.23,영산강상류,우치,,1.8,5.6,5.6,0.182,1.13,1.791,0.121
2021,9,3회차,2021.09.23,죽산보(영산강중류),광산,,4,20.6,7.3,0.165,1.314,2.289,0.109
2021,9,3회차,2021.09.23,황룡강,황룡강5,,4.1,25.4,7.3,0.068,0.735,1.378,0.123
2021,9,3회차,2021.09.27,영산강상류,광주천2,,4.4,32.8,6.4,0.013,2.752,3.545,0.129
2021,9,4회차,2021.09.23,영산강상류,광주1,,1.4,10.8,6.6,0.052,0.873,1.404,0.122
2021,9,4회차,2021.09.23,영산강상류,광주2,,1.5,13.7,6.9,1.319,1.643,3.681,0.106
2021,9,4회차,2021.09.23,영산강상류,광주3,,2.3,9.5,8.4,1.806,1.647,4.548,0.243
2021,9,4회차,2021.09.27,영산강상류,우치,,2.7,22,5.1,0.006,0.997,1.477,0.081
2021,9,4회차,2021.09.27,죽산보(영산강중류),광산,,5.7,24.2,7.6,1.078,1.813,3.828,0.097
2021,9,4회차,2021.09.27,황룡강,황룡강5,,4.2,27.1,6.1,0.138,0.547,1.142,0.084
2021,10,1회차,2021.10.05,영산강상류,우치,0,3,54.9,5.8,0.018,0.747,1.235,0.068
2021,10,1회차,2021.10.05,영산강상류,광주천2,,5,94.8,6.5,0.014,2.333,3.096,0.133
2021,10,1회차,2021.10.05,영산강상류,광주1,정량한계미만,4.1,98.1,9.2,0.022,0.699,1.242,0.087
2021,10,1회차,2021.10.05,영산강상류,광주2,정량한계미만,5.8,66.4,8.2,2.295,1.683,4.776,0.106
2021,10,1회차,2021.10.05,영산강상류,광주3,정량한계미만,7.4,70.4,9.4,3.127,2.27,6.321,0.155
2021,10,1회차,2021.10.05,죽산보(영산강중류),광산,0,5.7,89.9,7.6,0.491,2.163,3.603,0.099
