연도, 월, 조사회차, 채수 일자, 중권역 명, 측정소 명,Q,BOD,Chl_a,COD,NH3_N,NO3_N,T_N,T_P
2018,3,1회차,2018.03.08,황룡강,황룡강4,정량한계미만,2,59.8,8.8,0.112,1.647,2.568,0.06
2018,3,1회차,2018.03.09,영산강상류,광주천1,정량한계미만,1.6,5.9,3.4,0.067,3.394,3.584,0.052
2018,3,2회차,2018.03.12,영산강상류,우치,,3.6,34.6,7.5,0.221,1.855,2.803,0.096
2018,3,2회차,2018.03.12,영산강상류,광주천2,,6.9,91,11.6,0.038,1.312,2.388,0.182
2018,3,2회차,2018.03.12,영산강상류,광주1,,3.1,41.8,8,0.253,2.355,3.57,0.118
2018,3,2회차,2018.03.12,영산강상류,광주2,,5.6,56.8,11.1,7.967,1.621,11.755,0.104
2018,3,2회차,2018.03.12,영산강상류,광주3,,5.6,64.3,12.5,7.78,1.488,11.134,0.141
2018,3,2회차,2018.03.12,죽산보(영산강중류),광산,,6.2,67.8,11.6,3.956,1.571,6.451,0.194
2018,3,2회차,2018.03.12,황룡강,황룡강3,,1.8,,5.5,,,2.887,0.067
2018,3,2회차,2018.03.12,황룡강,황룡강5,,3.9,46.8,7.4,0.248,1.706,2.83,0.114
2018,3,3회차,2018.03.19,영산강상류,우치,,4.1,21.3,9.1,0.346,2.233,3.408,0.16
2018,3,3회차,2018.03.19,영산강상류,광주1,,3,56.8,8.6,0.384,1.267,2.521,0.126
2018,3,3회차,2018.03.19,영산강상류,광주2,,10.7,34.7,13.3,3.338,1.76,6.608,0.384
2018,3,3회차,2018.03.19,영산강상류,광주3,,5.9,28.6,8.5,1.798,1.929,5.075,0.214
2018,3,3회차,2018.03.19,죽산보(영산강중류),광산,,6.1,6.8,11.6,2.414,1.598,5.312,0.289
2018,3,3회차,2018.03.21,영산강상류,광주천2,,6.9,6.8,14.1,3.72,1.646,6.378,0.346
2018,3,3회차,2018.03.21,황룡강,황룡강5,,2.6,19,7,0.35,2.339,3.71,0.12
2018,3,3회차,2018.03.26,황룡강,황룡강3,,1.3,,4.2,,,2.746,0.043
2018,3,4회차,2018.03.26,영산강상류,우치,,1.4,8.5,4.9,0.048,1.333,1.908,0.043
2018,3,4회차,2018.03.26,영산강상류,광주천2,,2.3,11.5,5.3,0.271,1.788,2.689,0.057
2018,3,4회차,2018.03.26,영산강상류,광주1,,2.5,31.1,6.3,0.165,1.661,2.543,0.071
2018,3,4회차,2018.03.26,영산강상류,광주2,,4.4,16.7,8.5,5.046,1.634,8.085,0.09
2018,3,4회차,2018.03.26,영산강상류,광주3,,4.6,18.6,8,4.555,1.522,7.33,0.133
2018,3,4회차,2018.03.26,죽산보(영산강중류),광산,,5.3,20.4,8.7,5.05,1.744,7.931,0.118
2018,3,4회차,2018.03.26,황룡강,황룡강5,,1.8,21.1,6,0.09,2.177,2.774,0.073
2018,4,1회차,2018.04.02,영산강상류,우치,0,3.3,48.9,7.4,0.018,0.803,1.569,0.066
2018,4,1회차,2018.04.02,영산강상류,광주천2,,5.9,83.5,9.7,1.44,2.159,5.174,0.1
2018,4,1회차,2018.04.02,영산강상류,광주1,정량한계미만,4.8,83.3,8.7,0.04,0.543,1.509,0.109
2018,4,1회차,2018.04.02,영산강상류,광주2,정량한계미만,6.2,68.6,10.7,5.91,1.103,9.01,0.144
2018,4,1회차,2018.04.02,영산강상류,광주3,정량한계미만,5.2,53.6,11.1,8.322,1.29,11.694,0.146
2018,4,1회차,2018.04.02,죽산보(영산강중류),광산,0,6.3,54.5,11.6,5.963,1.121,8.101,0.229
2018,4,1회차,2018.04.02,황룡강,황룡강1,,2.7,13.5,5.1,0.039,1.269,1.581,0.033
2018,4,1회차,2018.04.02,황룡강,황룡강3,,2.9,,5.5,,,2.056,0.069
2018,4,1회차,2018.04.02,황룡강,황룡강5,0,3.6,50.5,6.6,0.035,1.103,1.798,0.095
2018,4,1회차,2018.04.02,황룡강,황룡강2,,2.6,7.1,4.9,0.059,1.277,1.553,0.033
2018,4,1회차,2018.04.03,영산강상류,광주천1,,1.1,3.7,3.6,0.002,2.328,2.719,0.046
2018,4,1회차,2018.04.04,황룡강,황룡강4,,2.2,44.4,6.8,0.004,0.882,1.478,0.026
2018,4,2회차,2018.04.09,영산강상류,우치,,1.9,10.4,7.4,0.092,1.815,2.807,0.1
2018,4,2회차,2018.04.09,영산강상류,광주천2,,2.1,12,6,0.755,1.913,3.601,0.064
2018,4,2회차,2018.04.09,영산강상류,광주1,,2.3,30.2,8.5,0.129,1.73,3.005,0.113
2018,4,2회차,2018.04.09,영산강상류,광주2,,5.4,39.7,8.6,2.892,1.74,6.737,0.109
2018,4,2회차,2018.04.09,영산강상류,광주3,,7,51.4,10.8,3.567,1.847,7.424,0.142
2018,4,2회차,2018.04.09,죽산보(영산강중류),광산,,5.9,24,12.3,4.959,1.331,6.838,0.247
2018,4,2회차,2018.04.09,황룡강,황룡강3,,1.5,,5.2,,,2.747,0.063
2018,4,2회차,2018.04.09,황룡강,황룡강5,,3,40.6,6.5,0.073,1.565,2.459,0.076
2018,4,3회차,2018.04.16,영산강상류,우치,,2,26.4,5.4,0.086,1.589,2.292,0.075
2018,4,3회차,2018.04.16,영산강상류,광주천2,,3.8,21,6.6,0.478,1.583,3.019,0.091
2018,4,3회차,2018.04.16,영산강상류,광주1,,3.2,73.4,7,0.064,0.998,1.93,0.098
2018,4,3회차,2018.04.16,영산강상류,광주2,,6.2,53,8.5,3.754,1.263,6.611,0.113
2018,4,3회차,2018.04.16,영산강상류,광주3,,6.8,68.4,10.5,3.336,1.299,6.007,0.145
2018,4,3회차,2018.04.16,죽산보(영산강중류),광산,,6.5,54.2,11.6,2.634,1.462,6.477,0.225
2018,4,3회차,2018.04.16,황룡강,황룡강3,,1.2,,4.3,,,2.195,0.057
2018,4,3회차,2018.04.16,황룡강,황룡강5,,2.4,38,5.9,0.008,1.385,2.003,0.098
2018,4,4회차,2018.04.23,영산강상류,우치,,3.2,79.5,7.1,0.043,0.837,1.502,0.107
2018,4,4회차,2018.04.23,황룡강,황룡강3,,3.3,,5.8,,,1.683,0.084
2018,4,4회차,2018.04.23,황룡강,황룡강5,,3.8,21.7,7,0.446,0.73,1.743,0.124
2018,4,4회차,2018.04.24,영산강상류,광주1,,3.7,35.3,8.1,0.272,1.308,2.695,0.141
2018,4,4회차,2018.04.24,영산강상류,광주2,,11.9,19.9,11.8,2.601,1.369,5.746,0.299
2018,4,4회차,2018.04.24,영산강상류,광주3,,9.2,16.7,10.2,1.639,1.369,4.262,0.215
2018,4,4회차,2018.04.30,죽산보(영산강중류),광산,,4.2,32.9,8,1.771,2.754,5.979,0.11
2018,4,5회차,2018.04.30,영산강상류,우치,,2,13.5,5.8,0.082,1.28,2.987,0.12
2018,4,5회차,2018.04.30,황룡강,황룡강5,,2.1,25.1,5.7,0.017,1.636,2.491,0.085
2018,5,1회차,2018.05.03,영산강상류,광주천1,,1.1,1.9,4,0.14,4.451,4.549,0.067
2018,5,1회차,2018.05.04,황룡강,황룡강1,,1.5,4.7,4,0.081,1.263,1.429,0.045
2018,5,1회차,2018.05.04,황룡강,황룡강4,,2.4,51.2,5.8,0.034,1.554,1.561,0.03
2018,5,1회차,2018.05.04,황룡강,황룡강2,,1.3,1.9,3.6,0.049,1.513,1.571,0.048
2018,5,1회차,2018.05.08,영산강상류,우치,0,2.3,17.8,6.5,0.27,1.52,2.457,0.129
2018,5,1회차,2018.05.08,영산강상류,광주천2,,3.6,7.8,7.1,0.778,1.139,2.682,0.174
2018,5,1회차,2018.05.08,영산강상류,광주1,정량한계미만,4.5,61.6,9.2,0.082,1.131,2.032,0.115
2018,5,1회차,2018.05.08,영산강상류,광주2,정량한계미만,12,49.5,11.3,5.009,0.97,7.738,0.634
2018,5,1회차,2018.05.08,영산강상류,광주3,정량한계미만,7.7,83.7,9.7,2.234,1.022,4.062,0.163
2018,5,1회차,2018.05.08,죽산보(영산강중류),광산,0,8.1,76.3,14,1.406,0.198,3.573,0.239
2018,5,1회차,2018.05.08,황룡강,황룡강3,,1.7,,4.7,,,1.921,0.09
2018,5,1회차,2018.05.08,황룡강,황룡강5,0,2.8,25.1,8.2,0.267,1.264,2.424,0.139
2018,5,2회차,2018.05.14,영산강상류,우치,,2.2,12.2,6,0.186,1.508,2.064,0.106
2018,5,2회차,2018.05.14,영산강상류,광주천2,,3.4,8.5,7.3,1.125,2.465,4.357,0.131
2018,5,2회차,2018.05.14,영산강상류,광주1,,3.2,70.1,8.8,0.05,0.947,2.003,0.095
2018,5,2회차,2018.05.14,영산강상류,광주2,,9.1,84.9,9.4,2.015,0.788,3.697,0.098
2018,5,2회차,2018.05.14,영산강상류,광주3,,6.1,72.4,10,2.364,0.796,4.064,0.135
2018,5,2회차,2018.05.14,죽산보(영산강중류),광산,,5.7,50.5,9.4,1.732,1.25,3.775,0.234
2018,5,2회차,2018.05.14,황룡강,황룡강3,,1.6,,5.3,,,1.977,0.08
2018,5,2회차,2018.05.14,황룡강,황룡강5,,1.8,9.7,6.5,0.048,1.196,1.675,0.078
2018,5,3회차,2018.05.21,영산강상류,우치,,2.4,21.5,7.6,0.1,1.014,1.798,0.125
2018,5,3회차,2018.05.21,영산강상류,광주천2,,2.1,10.9,7.1,0.457,3.4,4.769,0.091
2018,5,3회차,2018.05.21,영산강상류,광주1,,2.3,50.6,8.3,0.28,0.951,2.311,0.117
2018,5,3회차,2018.05.21,영산강상류,광주2,,7.3,79.8,9.1,3.806,1.201,6.217,0.11
2018,5,3회차,2018.05.21,영산강상류,광주3,,5.3,56,8,4.83,1.564,8.064,0.104
2018,5,3회차,2018.05.21,죽산보(영산강중류),광산,,4.3,35.5,8.6,2.32,1.895,5.112,0.148
2018,5,3회차,2018.05.21,황룡강,황룡강3,,2.6,,5.8,,,1.758,0.075
2018,5,3회차,2018.05.21,황룡강,황룡강5,,1.5,11.9,5.5,0.11,0.952,1.594,0.076
2018,5,4회차,2018.05.28,영산강상류,우치,,3.7,12,8.5,0.452,1.221,2.611,0.162
2018,5,4회차,2018.05.28,영산강상류,광주천2,,5,39.6,9,0.818,3.034,4.842,0.098
2018,5,4회차,2018.05.28,영산강상류,광주1,,3.9,21.6,8.8,0.351,1.037,2.84,0.168
2018,5,4회차,2018.05.28,영산강상류,광주2,,7.8,52,9.2,2.411,1.027,4.541,0.102
2018,5,4회차,2018.05.28,영산강상류,광주3,,5.8,34.9,9,4.67,1.119,7.381,0.125
2018,5,4회차,2018.05.28,죽산보(영산강중류),광산,,6.7,28.6,10.8,3.62,1.477,6.241,0.11
2018,5,4회차,2018.05.28,황룡강,황룡강3,,3.2,,7,,,1.238,0.053
2018,5,4회차,2018.05.28,황룡강,황룡강5,,3.2,28.8,7.5,0.039,0.864,1.595,0.063
2018,6,1회차,2018.06.04,영산강상류,광주천1,정량한계미만,0.8,1.3,3.6,0.022,4.528,5.281,0.092
2018,6,1회차,2018.06.04,영산강상류,우치,0,2.8,5.5,9.2,0.224,0.962,2.203,0.126
2018,6,1회차,2018.06.04,영산강상류,광주천2,0,3.8,26.4,8.3,0.187,3.195,4.419,0.071
2018,6,1회차,2018.06.04,영산강상류,광주1,정량한계미만,4.2,96.2,10.6,0.045,0.697,1.806,0.112
2018,6,1회차,2018.06.04,영산강상류,광주2,정량한계미만,5.8,60.3,9.8,1.835,0.941,3.931,0.12
2018,6,1회차,2018.06.04,영산강상류,광주3,정량한계미만,6.7,46.9,10.7,4.266,1.285,7.128,0.144
2018,6,1회차,2018.06.04,죽산보(영산강중류),광산,0,7.3,43.2,11.5,2.839,1.724,5.863,0.108
2018,6,1회차,2018.06.04,황룡강,황룡강1,정량한계미만,1.3,2.7,7.4,0.052,0.71,1.146,0.044
2018,6,1회차,2018.06.04,황룡강,황룡강3,,4.3,,8,,,1.396,0.068
2018,6,1회차,2018.06.04,황룡강,황룡강5,0,2.2,15.1,7.2,0.138,0.639,1.476,0.083
2018,6,1회차,2018.06.04,황룡강,황룡강2,정량한계미만,1.6,10.2,5.9,0.046,0.822,1.413,0.03
2018,6,1회차,2018.06.05,황룡강,황룡강4,정량한계미만,1.6,16.4,7.2,0.301,0.702,1.36,0.072
2018,6,2회차,2018.06.11,영산강상류,우치,,1.9,5.5,9.8,0.152,0.952,1.997,0.121
2018,6,2회차,2018.06.11,영산강상류,광주천2,,2.1,16.6,7.9,0.216,3.347,4.453,0.068
2018,6,2회차,2018.06.11,영산강상류,광주1,,2.1,18.9,9.1,0.133,0.917,2.023,0.087
2018,6,2회차,2018.06.11,영산강상류,광주2,,2.6,25.6,9.8,1.541,0.731,3.267,0.1
2018,6,2회차,2018.06.11,영산강상류,광주3,,3.3,26,10.2,4.099,0.909,6.231,0.141
2018,6,2회차,2018.06.11,죽산보(영산강중류),광산,,5,21.3,10.6,3.52,1.284,6.001,0.11
2018,6,2회차,2018.06.11,황룡강,황룡강3,,1.7,,7.2,,,1.613,0.092
2018,6,2회차,2018.06.11,황룡강,황룡강5,,1.7,20,8.8,0.087,0.532,1.243,0.071
2018,6,3회차,2018.06.18,영산강상류,우치,,3.7,27.3,11.7,0.049,0.805,1.749,0.098
2018,6,3회차,2018.06.18,영산강상류,광주천2,,6.3,62.3,11.9,0.012,2.142,3.017,0.097
2018,6,3회차,2018.06.18,영산강상류,광주1,,3.7,123,9.5,0.028,0.382,1.397,0.096
2018,6,3회차,2018.06.18,영산강상류,광주2,,5.5,75.4,9.4,4.701,0.908,7.01,0.115
2018,6,3회차,2018.06.18,영산강상류,광주3,,5.2,104.7,10.2,3.97,0.961,6.678,0.167
2018,6,3회차,2018.06.18,죽산보(영산강중류),광산,,7.8,99.6,12,3.005,1.377,5.649,0.142
2018,6,3회차,2018.06.18,황룡강,황룡강3,,3.4,,7.9,,,1.229,0.063
2018,6,3회차,2018.06.18,황룡강,황룡강5,,2.7,24.2,9,0.039,0.32,0.942,0.074
2018,6,4회차,2018.06.25,영산강상류,우치,,3,17.1,12.4,0.054,0.52,1.483,0.116
2018,6,4회차,2018.06.25,영산강상류,광주천2,,5.4,47.2,12.6,0.031,1.456,2.521,0.116
2018,6,4회차,2018.06.25,영산강상류,광주1,,2.8,25.8,11.7,0.267,0.254,1.698,0.123
2018,6,4회차,2018.06.25,영산강상류,광주2,,6.1,26.9,9.6,4.671,0.614,7.11,0.119
2018,6,4회차,2018.06.25,영산강상류,광주3,,2.7,33.1,9,6.679,0.802,9.488,0.161
2018,6,4회차,2018.06.25,죽산보(영산강중류),광산,,6.1,35.8,12.3,3.95,1.24,6.321,0.151
2018,6,4회차,2018.06.25,황룡강,황룡강3,,3,,8.4,,,1.365,0.082
2018,6,4회차,2018.06.25,황룡강,황룡강5,,3.1,24.6,10.7,0.034,0.378,1.069,0.065
2018,7,1회차,2018.07.02,영산강상류,우치,0,2.3,10,9.2,0.102,1.216,2.155,0.197
2018,7,1회차,2018.07.02,영산강상류,광주천2,,7,4.7,14.6,3.917,1.409,7.12,0.535
2018,7,1회차,2018.07.02,영산강상류,광주1,정량한계미만,2.7,10.8,9.7,0.137,1.185,2.197,0.192
2018,7,1회차,2018.07.02,영산강상류,광주2,정량한계미만,10.7,8.4,11.4,3.564,0.981,6.14,0.429
2018,7,1회차,2018.07.02,영산강상류,광주3,정량한계미만,4.1,6.8,8.2,0.899,1.149,2.894,0.241
2018,7,1회차,2018.07.02,죽산보(영산강중류),광산,0,6,5.2,14.8,0.586,1.808,3.14,0.377
2018,7,1회차,2018.07.02,황룡강,황룡강5,0,2.9,5.1,12,0.101,1.345,2.517,0.325
2018,7,1회차,2018.07.06,황룡강,황룡강1,,0.8,3,6.3,0.151,2.235,2.988,0.1
2018,7,1회차,2018.07.06,황룡강,황룡강2,,0.6,1.1,5,0.107,2.884,3.54,0.081
2018,7,1회차,2018.07.09,황룡강,황룡강3,,1.8,,5.2,,,2.409,0.068
2018,7,1회차,2018.07.09,황룡강,황룡강4,,1.1,15.5,4.6,0.043,1.535,2.022,0.086
2018,7,1회차,2018.07.19,영산강상류,광주천1,,0.7,1.8,4.2,0.034,0.535,0.921,0.075
2018,7,2회차,2018.07.09,영산강상류,우치,,1.6,7.8,5.8,0.061,1.758,2.582,0.087
2018,7,2회차,2018.07.09,영산강상류,광주천2,,3,12.6,6.4,0.077,1.792,2.246,0.127
2018,7,2회차,2018.07.09,영산강상류,광주1,,1.4,24.3,5.9,0.071,1.626,2.483,0.101
2018,7,2회차,2018.07.09,영산강상류,광주2,,5.7,25.6,8.7,2.209,1.35,4.563,0.124
2018,7,2회차,2018.07.09,영산강상류,광주3,,4.1,26.5,8.1,3.813,1.379,6.601,0.165
2018,7,2회차,2018.07.09,죽산보(영산강중류),광산,,5,13.3,8.8,3.707,1.972,6.418,0.229
2018,7,2회차,2018.07.09,황룡강,황룡강5,,2.3,9.6,6.1,0.111,1.473,2.453,0.094
2018,7,2회차,2018.07.16,황룡강,황룡강3,,4.4,,7.6,,,1.186,0.073
2018,7,3회차,2018.07.16,영산강상류,우치,,4.7,49.5,8.7,0.008,0.487,1.117,0.095
2018,7,3회차,2018.07.16,영산강상류,광주천2,,7.2,81.4,13.5,0.01,0.293,0.982,0.259
2018,7,3회차,2018.07.16,영산강상류,광주1,,2.5,28.2,7.8,0.049,0.416,1.241,0.116
2018,7,3회차,2018.07.16,영산강상류,광주2,,6.6,33.6,10.2,4.697,0.477,6.725,0.143
2018,7,3회차,2018.07.16,영산강상류,광주3,,5.9,41.6,10.1,5.876,0.572,8.398,0.152
2018,7,3회차,2018.07.16,죽산보(영산강중류),광산,,6.1,27.4,9.9,3.237,1.447,5.317,0.115
2018,7,3회차,2018.07.16,황룡강,황룡강5,,3.7,49.8,7.1,0.018,0.463,1.105,0.078
2018,7,3회차,2018.07.23,황룡강,황룡강3,,4.4,,6.6,,,1.072,0.11
2018,7,4회차,2018.07.23,영산강상류,우치,,5.1,29,13.3,0.011,0.492,1.285,0.134
2018,7,4회차,2018.07.23,영산강상류,광주천2,,6.9,53,12.2,0.005,0.163,0.724,0.222
2018,7,4회차,2018.07.23,영산강상류,광주1,,4.2,160.1,13,0.012,0,0.783,0.145
2018,7,4회차,2018.07.23,영산강상류,광주2,,8.8,57.7,10.4,8.528,0.678,10.232,0.134
2018,7,4회차,2018.07.23,영산강상류,광주3,,8.1,91.7,10.8,8.832,0.809,10.442,0.129
2018,7,4회차,2018.07.23,죽산보(영산강중류),광산,,8.9,156.1,13.3,3.942,2.346,6.737,0.148
2018,7,4회차,2018.07.23,황룡강,황룡강5,,5.1,31,10.4,0.009,0.278,0.803,0.117
2018,7,5회차,2018.07.30,영산강상류,우치,,4.1,52.3,10.9,0.011,0.297,0.992,0.113
2018,7,5회차,2018.07.30,죽산보(영산강중류),광산,,8.8,150.6,15.9,2.794,1.452,6.113,0.202
2018,7,5회차,2018.07.30,황룡강,황룡강5,,2.9,18.1,8.9,0.007,0.186,0.821,0.086
2018,8,1회차,2018.08.02,영산강상류,광주천1,,0.9,2,3.6,0.006,0.983,1.252,0.117
2018,8,1회차,2018.08.03,황룡강,황룡강4,,1.3,28.1,7.6,0.02,0.19,0.726,0.098
2018,8,1회차,2018.08.06,영산강상류,우치,0,3.2,35,10.5,0.013,0.548,1.251,0.107
2018,8,1회차,2018.08.06,영산강상류,광주천2,,6.8,60.1,15.7,0.011,0.165,0.819,0.209
2018,8,1회차,2018.08.06,영산강상류,광주1,정량한계미만,3.8,105.6,9.1,0,0,0.725,0.155
2018,8,1회차,2018.08.06,영산강상류,광주2,정량한계미만,5.9,53.4,11.1,9.942,0.963,12.151,0.139
2018,8,1회차,2018.08.06,영산강상류,광주3,정량한계미만,5.9,78.9,10.8,9.842,0.745,12.364,0.161
2018,8,1회차,2018.08.06,죽산보(영산강중류),광산,0,9,174.7,15.8,3.814,1.858,7.394,0.224
2018,8,1회차,2018.08.06,황룡강,황룡강1,,1.2,1.9,3.4,0.066,0.119,0.427,0.028
2018,8,1회차,2018.08.06,황룡강,황룡강3,,4.1,,10.2,,,0.711,0.089
2018,8,1회차,2018.08.06,황룡강,황룡강5,0,3.5,37.6,10.1,0.015,0.2,0.833,0.103
2018,8,1회차,2018.08.06,황룡강,황룡강2,,1.2,2.6,4.6,0.046,0.024,0.39,0.026
2018,8,2회차,2018.08.13,영산강상류,우치,,2.4,11.6,7.3,0.071,0.563,1.113,0.107
2018,8,2회차,2018.08.13,영산강상류,광주천2,,2.4,12.6,6.8,0.004,0.7,1.12,0.137
2018,8,2회차,2018.08.13,영산강상류,광주1,,2.1,18.8,6.6,0.034,0.405,0.897,0.136
2018,8,2회차,2018.08.13,영산강상류,광주2,,10.4,61.3,11,3.396,0.344,4.355,0.221
2018,8,2회차,2018.08.13,영산강상류,광주3,,8.8,97.1,12.1,3.319,0.402,4.702,0.224
2018,8,2회차,2018.08.13,죽산보(영산강중류),광산,,7.4,54.6,12.8,4.074,0.568,4.901,0.345
2018,8,2회차,2018.08.13,황룡강,황룡강3,,2.4,,6.9,,,0.724,0.087
2018,8,2회차,2018.08.13,황룡강,황룡강5,,2,17.2,7.5,0.009,0.144,0.505,0.073
2018,8,3회차,2018.08.20,영산강상류,우치,,2.5,21.4,8.1,0.009,0.72,1.238,0.087
2018,8,3회차,2018.08.20,영산강상류,광주천2,,4.4,57,10,0.283,1.803,3,0.08
2018,8,3회차,2018.08.20,영산강상류,광주1,,3.1,56.9,8,0.054,정량한계미만,0.601,0.102
2018,8,3회차,2018.08.20,영산강상류,광주2,,5,34.2,9.2,7.429,1.048,10.316,0.128
2018,8,3회차,2018.08.20,영산강상류,광주3,,4.4,57,9.2,6.737,1.467,10.369,0.136
2018,8,3회차,2018.08.20,죽산보(영산강중류),광산,,7.1,85.3,13.5,2.894,1.662,5.998,0.124
2018,8,3회차,2018.08.20,황룡강,황룡강3,,3,,7.3,,,0.654,0.081
2018,8,3회차,2018.08.20,황룡강,황룡강5,,2.8,33.8,7.7,0.022,0.194,0.664,0.078
2018,8,4회차,2018.08.28,영산강상류,우치,,1.9,3,7.6,0.02,1.488,1.995,0.145
2018,8,4회차,2018.08.28,영산강상류,광주천2,,2.9,2,6.2,2.753,1.933,5.818,0.465
2018,8,4회차,2018.08.28,영산강상류,광주1,,1.4,8.1,7.7,0.098,1.294,1.993,0.167
2018,8,4회차,2018.08.28,영산강상류,광주2,,5,6,9.3,1.247,1.438,3.344,0.258
2018,8,4회차,2018.08.28,영산강상류,광주3,,3.1,4.5,8.8,0.692,1.4,2.79,0.204
2018,8,4회차,2018.08.28,죽산보(영산강중류),광산,,3.3,5.6,9.6,0.371,1.388,1.878,0.215
2018,8,4회차,2018.08.28,황룡강,황룡강5,,2.1,5.5,8.6,0.02,1.486,1.979,0.158
2018,9,1회차,2018.09.03,영산강상류,우치,,1.5,1.6,4.8,0.023,1.678,2.214,0.133
2018,9,1회차,2018.09.03,영산강상류,광주천2,,2.1,0.6,3.6,0.457,1.782,2.546,0.151
2018,9,1회차,2018.09.03,영산강상류,광주1,정량한계미만,0.6,3.3,4.7,0.102,1.474,2.108,0.106
2018,9,1회차,2018.09.03,영산강상류,광주2,정량한계미만,1.7,2.6,5.8,1.96,1.295,3.772,0.148
2018,9,1회차,2018.09.03,영산강상류,광주3,정량한계미만,1.5,2,5.5,1.415,1.352,3.443,0.148
2018,9,1회차,2018.09.03,죽산보(영산강중류),광산,,3,2.6,6,1.545,1.277,3.338,0.24
2018,9,1회차,2018.09.03,황룡강,황룡강3,,1.5,,4.7,,,2.034,0.086
2018,9,1회차,2018.09.03,황룡강,황룡강5,,1.3,3.1,5.3,0.003,1.521,1.939,0.101
2018,9,1회차,2018.09.05,영산강상류,광주천1,정량한계미만,0.8,0.9,3.2,0.053,1.188,1.236,0.09
2018,9,1회차,2018.09.07,황룡강,황룡강4,정량한계미만,0.9,6.7,4.4,0.064,1.469,1.669,0.085
2018,9,1회차,2018.09.10,황룡강,황룡강1,정량한계미만,1.1,3.6,5.1,0.044,1.45,2.066,0.02
2018,9,1회차,2018.09.11,황룡강,황룡강2,정량한계미만,0.8,1.5,4.7,0.039,1.32,1.514,0.029
2018,9,2회차,2018.09.10,영산강상류,우치,0,1.8,10.6,4.8,0.007,0.19,1.822,0.062
2018,9,2회차,2018.09.10,영산강상류,광주천2,,2.2,8.6,4.8,0.361,2.397,3.493,0.095
2018,9,2회차,2018.09.10,영산강상류,광주1,,1,11.4,4.2,0.05,1.334,2.073,0.094
2018,9,2회차,2018.09.10,영산강상류,광주2,,3.5,8.4,4.9,2.797,1.324,5.297,0.122
2018,9,2회차,2018.09.10,영산강상류,광주3,,1.8,7.4,5.2,2.381,1.374,4.738,0.133
2018,9,2회차,2018.09.10,죽산보(영산강중류),광산,0,3.6,15.7,7.7,3.313,1.449,5.606,0.194
2018,9,2회차,2018.09.10,황룡강,황룡강3,,1.4,,4.2,,,2.048,0.056
2018,9,2회차,2018.09.10,황룡강,황룡강5,0,2.1,22,4.9,0.034,1.521,2.03,0.056
2018,9,3회차,2018.09.17,영산강상류,우치,,3,49.6,6.6,0.005,1.065,1.574,0.056
2018,9,3회차,2018.09.17,영산강상류,광주천2,,3,47.8,6.9,0.005,1.834,2.879,0.057
2018,9,3회차,2018.09.17,영산강상류,광주1,,0.8,92.9,5.6,0.031,0.746,1.383,0.103
2018,9,3회차,2018.09.17,영산강상류,광주2,,7,73.2,7.9,3.829,0.945,6.146,0.229
2018,9,3회차,2018.09.17,영산강상류,광주3,,2.9,114.7,7.1,1.866,0.998,3.688,0.162
2018,9,3회차,2018.09.17,죽산보(영산강중류),광산,,6,54.3,9.9,3.057,0.958,4.811,0.214
2018,9,3회차,2018.09.17,황룡강,황룡강3,,3.8,,6.4,,,1.253,0.054
2018,9,3회차,2018.09.17,황룡강,황룡강5,,3.1,34.8,6.5,0.003,0.691,1.317,0.056
2018,9,4회차,2018.09.27,영산강상류,우치,,1.9,12.1,5,0.087,1.193,2.077,0.076
2018,9,4회차,2018.09.27,죽산보(영산강중류),광산,,6.4,41.4,11.3,2.15,1.91,5.748,0.11
2018,9,4회차,2018.09.27,황룡강,황룡강5,,3.2,42.5,8.1,0.005,0.364,1.346,0.075
2018,10,1회차,2018.10.01,영산강상류,우치,0,3.3,27.3,7.5,0.11,1.298,1.902,0.092
2018,10,1회차,2018.10.01,영산강상류,광주천2,,3.4,55.8,8.2,0.005,2.166,2.927,0.117
2018,10,1회차,2018.10.01,영산강상류,광주1,정량한계미만,2.9,27.2,4.8,0.157,0.893,1.927,0.097
2018,10,1회차,2018.10.01,영산강상류,광주2,정량한계미만,5.4,55.8,7.2,5.084,1.149,8.336,0.164
2018,10,1회차,2018.10.01,영산강상류,광주3,정량한계미만,5.5,50,7.4,5.552,1.678,9.508,0.115
2018,10,1회차,2018.10.01,죽산보(영산강중류),광산,0,7,72.8,9.8,2.362,1.816,4.237,0.092
2018,10,1회차,2018.10.01,황룡강,황룡강3,,2.5,,5.7,,,1.439,0.072
2018,10,1회차,2018.10.01,황룡강,황룡강5,0,3.3,67.4,5.9,0.003,0.576,0.965,0.122
2018,10,1회차,2018.10.02,황룡강,황룡강1,,2,3.6,4,0.018,0.37,0.831,0.035
2018,10,1회차,2018.10.02,황룡강,황룡강2,,1.4,1.9,4.6,0.013,0.525,0.929,0.033
2018,10,1회차,2018.10.10,영산강상류,광주천1,,0.9,0,2,0.024,0.98,1.405,0.051
2018,10,1회차,2018.10.12,황룡강,황룡강4,,1,5.3,3.4,0.065,1.465,1.896,0.048
2018,10,2회차,2018.10.08,영산강상류,우치,,1.1,3.6,4.8,0.012,1.248,1.718,0.093
2018,10,2회차,2018.10.08,영산강상류,광주천2,,1.9,1.2,4.2,0.129,1.602,2.511,0.121
2018,10,2회차,2018.10.08,영산강상류,광주1,,1.9,6.9,6.4,0.092,1.009,1.705,0.134
