p H,DO,EC,WT,BOD,COD,TOC,Chla,SS,TN, T P,NH3N,PO4P,Flow,logTC,logFC
7.4 ,8.4 ,297 ,20.8 ,0.7 ,5.1 ,4.2 ,1.6 ,3.9 ,1.323 ,0.077 ,0.054 ,0.033 ,3.470 ,3.2672 ,2.3522 
7.0 ,9.7 ,301 ,22.3 ,1.2 ,4.8 ,4.2 ,9.1 ,4.3 ,1.040 ,0.079 ,0.037 ,0.025 ,6.174 ,3.5563 ,2.9085 
7.3 ,7.3 ,310 ,21.8 ,1.8 ,5.8 ,5.0 ,6.9 ,4.8 ,1.445 ,0.078 ,0.087 ,0.033 ,2.999 ,3.4232 ,2.5051 
6.7 ,9.0 ,285 ,19.9 ,1.3 ,4.9 ,4.8 ,1.9 ,3.8 ,1.697 ,0.091 ,0.092 ,0.043 ,5.669 ,4.1461 ,2.8062 
7.4 ,9.5 ,244 ,17.6 ,0.8 ,4.1 ,4.7 ,5.1 ,3.1 ,1.876 ,0.066 ,0.218 ,0.033 ,3.205 ,3.7782 ,2.8062 
7.0 ,8.1 ,337 ,18.2 ,1.6 ,5.8 ,6.1 ,6.8 ,5.1 ,1.514 ,0.063 ,0.080 ,0.031 ,2.126 ,3.2304 ,2.0414 
7.3 ,9.3 ,326 ,17.1 ,3.0 ,7.8 ,7.5 ,7.9 ,10.8 ,1.296 ,0.138 ,0.114 ,0.076 ,7.018 ,4.1461 ,3.6435 
6.7 ,10.1 ,254 ,11.3 ,1.6 ,4.9 ,5.6 ,15.2 ,2.7 ,1.635 ,0.062 ,0.090 ,0.026 ,2.979 ,2.7782 ,1.9777 
7.2 ,9.2 ,334 ,15.4 ,2.6 ,6.7 ,6.0 ,12.3 ,5.5 ,2.834 ,0.141 ,0.603 ,0.065 ,4.801 ,4.3424 ,3.6232 
6.8 ,9.6 ,254 ,14.2 ,2.9 ,7.9 ,5.5 ,8.8 ,8.1 ,2.333 ,0.148 ,0.249 ,0.087 ,11.633 ,4.0414 ,2.9345 
7.2 ,9.9 ,332 ,13.2 ,2.0 ,5.4 ,3.1 ,4.2 ,4.3 ,2.421 ,0.099 ,0.274 ,0.076 ,4.279 ,3.8573 ,2.4150 
6.9 ,12.7 ,299 ,8.9 ,1.5 ,4.7 ,2.1 ,2.8 ,3.2 ,2.509 ,0.060 ,0.181 ,0.035 ,7.530 ,3.7160 ,2.1461 
7.1 ,13.0 ,301 ,6.0 ,1.2 ,4.1 ,1.8 ,2.6 ,1.0 ,2.764 ,0.068 ,0.184 ,0.028 ,6.823 ,3.6812 ,2.3222 
7.2 ,9.7 ,285 ,10.4 ,1.9 ,5.0 ,3.1 ,5.1 ,2.4 ,2.750 ,0.093 ,0.282 ,0.046 ,7.619 ,4.1761 ,2.7782 
7.1 ,14.4 ,305 ,6.4 ,1.7 ,4.1 ,1.9 ,2.5 ,2.0 ,2.843 ,0.062 ,0.191 ,0.024 ,6.098 ,3.6232 ,2.3010 
6.6 ,11.9 ,316 ,4.8 ,1.1 ,3.0 ,1.2 ,2.6 ,2.8 ,2.858 ,0.049 ,0.075 ,0.013 ,5.541 ,3.7160 ,2.0414 
7.5 ,11.2 ,289 ,6.7 ,1.6 ,3.6 ,3.4 ,3.8 ,3.4 ,3.239 ,0.062 ,0.278 ,0.023 ,3.536 ,3.5315 ,1.0000 
7.3 ,12.1 ,293 ,3.6 ,1.1 ,3.3 ,3.4 ,3.9 ,2.5 ,2.846 ,0.054 ,0.127 ,0.011 ,3.138 ,3.1139 ,1.9542 
7.4 ,13.1 ,310 ,4.9 ,1.6 ,3.7 ,4.5 ,9.3 ,3.9 ,2.656 ,0.049 ,0.137 ,0.014 ,3.858 ,3.5441 ,2.1761 
7.9 ,12.9 ,377 ,3.5 ,1.8 ,3.4 ,3.8 ,3.2 ,6.4 ,3.358 ,0.071 ,0.400 ,0.025 ,3.382 ,3.2553 ,2.3617 
6.7 ,15.4 ,290 ,1.7 ,1.6 ,4.6 ,4.5 ,4.5 ,6.7 ,3.259 ,0.092 ,0.370 ,0.044 ,5.861 ,4.2553 ,2.0792 
7.0 ,12.8 ,314 ,4.9 ,1.8 ,3.6 ,4.0 ,6.3 ,4.9 ,2.916 ,0.049 ,0.187 ,0.016 ,3.865 ,2.7782 ,2.6232 
7.5 ,12.4 ,280 ,6.4 ,3.1 ,6.2 ,5.5 ,9.4 ,14.2 ,3.041 ,0.112 ,0.365 ,0.045 ,11.957 ,3.8808 ,3.0792 
7.2 ,13.3 ,198 ,5.8 ,1.8 ,3.7 ,3.0 ,6.4 ,8.4 ,1.760 ,0.038 ,0.069 ,0.018 ,8.273 ,3.7853 ,2.1139 
7.4 ,13.3 ,305 ,4.7 ,2.1 ,3.6 ,3.6 ,5.4 ,5.3 ,2.685 ,0.054 ,0.242 ,0.026 ,3.857 ,3.4771 ,1.4771 
7.1 ,10.4 ,181 ,11.5 ,4.8 ,8.6 ,6.7 ,14.3 ,43.8 ,2.813 ,0.191 ,0.332 ,0.058 ,15.634 ,4.3802 ,3.1761 
6.5 ,12.1 ,270 ,7.0 ,1.6 ,4.1 ,3.8 ,4.7 ,8.0 ,2.706 ,0.078 ,0.184 ,0.015 ,5.196 ,3.7076 ,1.9542 
7.0 ,10.9 ,344 ,11.6 ,1.8 ,4.4 ,4.1 ,12.0 ,6.9 ,2.449 ,0.070 ,0.111 ,0.018 ,3.571 ,3.2553 ,1.3010 
8.0 ,13.1 ,336 ,10.3 ,3.2 ,7.5 ,5.7 ,38.0 ,11.3 ,1.877 ,0.088 ,0.037 ,0.003 ,2.515 ,2.9031 ,0.3010 
8.1 ,12.1 ,477 ,15.6 ,4.7 ,7.8 ,5.4 ,81.3 ,14.6 ,1.527 ,0.066 ,0.070 ,0.002 ,2.576 ,2.6021 ,1.0000 
7.7 ,9.3 ,175 ,16.7 ,2.4 ,7.0 ,5.3 ,19.0 ,10.1 ,2.078 ,0.100 ,0.067 ,0.017 ,4.904 ,3.1461 ,2.0000 
6.6 ,9.6 ,182 ,14.6 ,3.6 ,7.2 ,6.0 ,17.8 ,32.5 ,2.278 ,0.195 ,0.322 ,0.054 ,18.619 ,4.0000 ,3.3979 
6.8 ,9.3 ,184 ,17.0 ,1.4 ,4.3 ,3.5 ,8.2 ,10.4 ,1.745 ,0.070 ,0.100 ,0.014 ,10.573 ,3.3222 ,2.5682 
7.1 ,14.6 ,228 ,18.6 ,1.3 ,4.5 ,3.5 ,4.3 ,9.9 ,1.658 ,0.058 ,0.063 ,0.024 ,8.255 ,3.6812 ,2.6628 
6.7 ,10.3 ,247 ,18.6 ,1.3 ,4.4 ,3.6 ,8.0 ,7.7 ,1.692 ,0.054 ,0.061 ,0.025 ,5.402 ,3.3222 ,1.7782 
7.4 ,9.9 ,277 ,19.4 ,2.6 ,6.1 ,5.3 ,21.5 ,15.7 ,1.947 ,0.102 ,0.120 ,0.043 ,13.159 ,3.9731 ,2.9345 
7.2 ,10.1 ,303 ,22.6 ,2.5 ,7.2 ,5.8 ,18.7 ,12.0 ,1.796 ,0.155 ,0.238 ,0.064 ,3.931 ,3.2041 ,2.0792 
6.9 ,6.7 ,255 ,22.5 ,3.2 ,8.3 ,6.4 ,8.6 ,15.3 ,2.503 ,0.132 ,0.323 ,0.079 ,7.231 ,3.1139 ,2.5051 
6.9 ,8.2 ,231 ,21.3 ,2.9 ,8.2 ,7.4 ,7.2 ,18.1 ,2.479 ,0.136 ,0.282 ,0.072 ,10.646 ,4.0414 ,2.7482 
6.8 ,7.1 ,215 ,24.0 ,2.8 ,7.0 ,6.6 ,7.5 ,9.9 ,2.444 ,0.111 ,0.328 ,0.047 ,7.598 ,3.8451 ,2.4771 
6.8 ,6.2 ,261 ,25.1 ,2.2 ,8.2 ,6.9 ,10.1 ,10.8 ,2.175 ,0.097 ,0.163 ,0.052 ,5.833 ,3.0000 ,2.0000 
7.1 ,6.5 ,252 ,24.4 ,2.1 ,8.3 ,7.5 ,4.9 ,8.7 ,2.284 ,0.118 ,0.151 ,0.063 ,4.338 ,3.5051 ,2.3010 
6.3 ,7.9 ,154 ,23.3 ,2.6 ,5.8 ,4.9 ,4.1 ,20.0 ,2.167 ,0.111 ,0.164 ,0.063 ,7.744 ,4.3617 ,3.4624 
7.2 ,6.5 ,176 ,26.7 ,2.1 ,5.1 ,4.3 ,5.1 ,9.9 ,2.243 ,0.167 ,0.081 ,0.061 ,11.149 ,3.6232 ,2.7076 
7.4 ,7.6 ,204 ,25.0 ,2.2 ,4.7 ,4.3 ,5.9 ,8.5 ,1.619 ,0.075 ,0.048 ,0.060 ,9.893 ,4.1139 ,3.0000 
7.3 ,9.6 ,281 ,29.5 ,2.6 ,7.0 ,8.2 ,67.8 ,8.9 ,1.379 ,0.121 ,0.062 ,0.049 ,5.217 ,3.6990 ,2.8808 
7.2 ,7.9 ,293 ,30.3 ,4.3 ,8.1 ,6.4 ,55.9 ,10.2 ,1.244 ,0.157 ,0.038 ,0.027 ,3.922 ,2.4472 ,1.8751 
7.1 ,7.5 ,234 ,28.3 ,3.4 ,8.2 ,6.5 ,14.4 ,10.9 ,1.463 ,0.120 ,0.039 ,0.044 ,3.169 ,2.8325 ,2.1461 
6.8 ,7.6 ,271 ,28.8 ,1.9 ,6.5 ,5.3 ,12.4 ,6.7 ,0.934 ,0.093 ,0.078 ,0.043 ,13.172 ,3.3617 ,2.5855 
7.3 ,4.9 ,459 ,29.0 ,1.5 ,6.7 ,5.3 ,9.8 ,4.7 ,0.892 ,0.071 ,0.064 ,0.029 ,1.873 ,3.1761 ,2.2041 
6.7 ,8.6 ,172 ,22.4 ,1.1 ,6.1 ,4.8 ,4.4 ,8.4 ,1.227 ,0.102 ,0.138 ,0.034 ,9.148 ,3.7404 ,2.6532 
7.4 ,6.0 ,192 ,25.0 ,2.5 ,6.5 ,5.8 ,14.2 ,13.9 ,1.480 ,0.102 ,0.321 ,0.033 ,30.813 ,4.1303 ,3.7324 
7.3 ,8.3 ,216 ,23.0 ,1.6 ,6.9 ,5.1 ,4.9 ,8.1 ,1.393 ,0.107 ,0.119 ,0.060 ,11.783 ,3.9777 ,1.7782 
7.2 ,10.5 ,187 ,20.9 ,1.4 ,9.2 ,4.4 ,1.1 ,8.3 ,2.127 ,0.108 ,0.128 ,0.057 ,14.702 ,4.1139 ,3.3010 
7.4 ,8.0 ,222 ,22.5 ,1.5 ,3.0 ,3.9 ,11.3 ,4.3 ,1.899 ,0.076 ,0.080 ,0.043 ,7.799 ,3.8751 ,2.5798 
6.8 ,8.0 ,216 ,22.1 ,1.5 ,6.2 ,4.7 ,5.3 ,9.4 ,2.633 ,0.117 ,0.094 ,0.087 ,12.199 ,4.2553 ,2.8451 
7.5 ,7.3 ,185 ,16.9 ,1.0 ,5.1 ,3.8 ,2.3 ,7.7 ,1.922 ,0.086 ,0.062 ,0.051 ,15.922 ,4.2553 ,3.1761 
7.2 ,10.3 ,151 ,18.0 ,1.3 ,5.7 ,4.0 ,4.0 ,13.1 ,1.836 ,0.107 ,0.087 ,0.055 ,20.793 ,4.3802 ,3.4624 
7.5 ,9.0 ,207 ,17.6 ,1.0 ,3.8 ,3.0 ,3.5 ,4.0 ,2.063 ,0.076 ,0.061 ,0.035 ,7.222 ,4.3010 ,2.8451 
7.3 ,10.1 ,206 ,12.3 ,1.1 ,4.0 ,3.4 ,3.6 ,3.7 ,2.154 ,0.067 ,0.105 ,0.045 ,4.556 ,3.9542 ,2.4771 
7.4 ,10.8 ,296 ,13.4 ,1.0 ,3.9 ,3.1 ,4.3 ,3.0 ,2.194 ,0.082 ,0.031 ,0.052 ,4.253 ,3.8633 ,2.1761 
7.8 ,10.0 ,344 ,12.9 ,1.1 ,4.2 ,4.2 ,6.5 ,3.9 ,2.193 ,0.165 ,0.037 ,0.051 ,3.313 ,4.4150 ,1.7782 
7.8 ,9.4 ,418 ,13.2 ,1.7 ,5.2 ,4.8 ,13.4 ,4.0 ,2.128 ,0.086 ,0.100 ,0.064 ,3.237 ,4.0086 ,1.6021 
7.7 ,12.6 ,350 ,7.0 ,2.0 ,4.7 ,4.1 ,20.3 ,4.9 ,2.378 ,0.069 ,0.027 ,0.028 ,2.998 ,3.3802 ,2.1761 
7.6 ,11.3 ,389 ,7.4 ,1.3 ,3.6 ,3.2 ,9.0 ,2.9 ,2.469 ,0.048 ,0.060 ,0.022 ,3.017 ,3.7076 ,2.0000 
7.8 ,12.4 ,358 ,4.3 ,1.3 ,3.7 ,3.2 ,7.1 ,3.1 ,2.685 ,0.048 ,0.148 ,0.015 ,3.151 ,3.5315 ,2.5051 
8.2 ,12.3 ,339 ,5.6 ,1.1 ,3.3 ,3.0 ,9.8 ,2.8 ,2.503 ,0.048 ,0.035 ,0.015 ,3.087 ,3.7782 ,2.5051 
7.5 ,13.1 ,337 ,7.1 ,1.6 ,4.9 ,4.4 ,8.4 ,4.3 ,2.633 ,0.081 ,0.066 ,0.026 ,4.499 ,4.6902 ,2.0000 
7.2 ,9.3 ,298 ,4.7 ,1.7 ,4.3 ,3.7 ,6.8 ,4.0 ,2.961 ,0.090 ,0.295 ,0.044 ,3.885 ,3.4771 ,2.0414 
7.1 ,13.2 ,319 ,7.4 ,1.5 ,4.7 ,3.3 ,14.2 ,5.9 ,3.035 ,0.088 ,0.361 ,0.042 ,3.233 ,3.8261 ,2.5682 
8.1 ,10.3 ,322 ,1.0 ,1.0 ,4.5 ,2.3 ,3.8 ,3.5 ,2.605 ,0.056 ,0.085 ,0.012 ,2.840 ,3.0792 ,2.0414 
7.0 ,13.4 ,368 ,2.1 ,1.6 ,3.6 ,3.8 ,4.2 ,3.2 ,2.989 ,0.081 ,0.153 ,0.017 ,2.961 ,2.4771 ,2.1139 
8.2 ,13.0 ,299 ,3.3 ,1.3 ,3.8 ,3.3 ,4.2 ,3.8 ,3.590 ,0.102 ,0.390 ,0.065 ,4.274 ,3.0414 ,1.7782 
7.5 ,12.2 ,332 ,4.1 ,1.4 ,4.3 ,3.3 ,6.3 ,3.8 ,2.801 ,0.088 ,0.126 ,0.038 ,3.339 ,2.7782 ,1.4771 
8.2 ,14.0 ,295 ,2.4 ,1.5 ,3.9 ,3.3 ,4.9 ,4.9 ,2.789 ,0.067 ,0.136 ,0.047 ,3.017 ,3.1139 ,2.4624 
8.0 ,10.8 ,356 ,7.9 ,2.5 ,5.6 ,3.7 ,19.2 ,10.3 ,2.823 ,0.092 ,0.311 ,0.028 ,2.883 ,3.1139 ,2.6128 
7.3 ,12.4 ,253 ,6.1 ,2.1 ,5.1 ,3.8 ,7.9 ,5.2 ,2.641 ,0.081 ,0.148 ,0.029 ,4.176 ,3.2788 ,2.3222 
7.2 ,12.3 ,326 ,8.4 ,2.0 ,4.9 ,3.8 ,14.7 ,7.2 ,2.314 ,0.068 ,0.140 ,0.022 ,3.847 ,2.6990 ,1.6021 
7.3 ,11.5 ,337 ,9.2 ,3.9 ,5.5 ,5.2 ,24.5 ,11.0 ,2.341 ,0.082 ,0.018 ,0.004 ,2.597 ,2.0000 ,2.0792 
8.1 ,13.8 ,459 ,10.7 ,5.0 ,8.0 ,8.4 ,66.4 ,20.4 ,2.469 ,0.124 ,0.028 ,0.005 ,1.980 ,3.1461 ,2.7076 
8.1 ,16.8 ,343 ,11.9 ,4.9 ,7.9 ,5.7 ,64.2 ,15.0 ,1.897 ,0.091 ,0.063 ,0.025 ,2.814 ,3.4150 ,1.3010 
8.8 ,13.7 ,508 ,12.9 ,6.5 ,12.0 ,8.9 ,105.9 ,20.6 ,1.894 ,0.128 ,0.024 ,0.005 ,0.787 ,2.7782 ,1.3010 
8.1 ,11.0 ,216 ,16.5 ,4.1 ,8.5 ,5.9 ,72.1 ,17.1 ,1.446 ,0.081 ,0.009 ,0.008 ,7.172 ,4.4914 ,2.5798 
8.2 ,10.5 ,287 ,18.0 ,5.2 ,10.9 ,7.5 ,118.2 ,16.4 ,1.255 ,0.111 ,0.025 ,0.010 ,1.808 ,2.1761 ,1.6021 
9.0 ,10.5 ,305 ,16.3 ,7.8 ,12.7 ,9.0 ,146.2 ,18.2 ,1.094 ,0.116 ,0.039 ,0.001 ,1.062 ,3.0000 ,2.2041 
7.8 ,8.7 ,373 ,19.5 ,6.4 ,12.0 ,7.3 ,106.2 ,20.4 ,1.110 ,0.139 ,0.040 ,0.003 ,1.973 ,2.6021 ,1.6021 
8.0 ,13.1 ,441 ,20.3 ,7.6 ,13.9 ,9.6 ,89.6 ,24.3 ,1.672 ,0.137 ,0.071 ,0.012 ,1.174 ,2.4472 ,1.9294 
8.0 ,11.4 ,357 ,22.1 ,3.9 ,14.3 ,9.8 ,34.7 ,21.0 ,1.784 ,0.134 ,0.119 ,0.018 ,1.930 ,1.7782 ,1.1761 
7.4 ,10.2 ,284 ,20.4 ,5.1 ,13.3 ,9.8 ,54.9 ,19.2 ,1.937 ,0.141 ,0.267 ,0.006 ,3.294 ,3.2304 ,1.9294 
7.0 ,9.2 ,334 ,22.2 ,4.4 ,12.1 ,9.1 ,25.3 ,12.5 ,2.535 ,0.142 ,0.288 ,0.027 ,5.162 ,2.8751 ,2.5315 
6.8 ,7.6 ,313 ,23.2 ,3.0 ,10.7 ,8.1 ,21.3 ,12.5 ,2.169 ,0.118 ,0.406 ,0.033 ,3.288 ,3.1761 ,2.3802 
7.1 ,6.2 ,339 ,24.0 ,5.0 ,13.5 ,10.4 ,44.4 ,15.0 ,1.821 ,0.103 ,0.262 ,0.006 ,2.977 ,2.8921 ,2.5911 
6.6 ,6.2 ,343 ,25.3 ,3.1 ,14.3 ,10.5 ,37.1 ,11.6 ,2.044 ,0.120 ,0.188 ,0.039 ,2.465 ,3.2041 ,2.2304 
7.4 ,6.9 ,224 ,25.7 ,2.8 ,10.7 ,7.7 ,16.0 ,14.0 ,1.893 ,0.120 ,0.255 ,0.043 ,13.650 ,3.6232 ,3.1761 
7.6 ,7.2 ,191 ,26.7 ,2.7 ,9.2 ,7.0 ,7.3 ,15.0 ,2.172 ,0.163 ,0.224 ,0.078 ,11.708 ,4.0414 ,3.1139 
7.0 ,6.5 ,194 ,26.4 ,1.5 ,6.7 ,4.8 ,6.7 ,7.8 ,2.281 ,0.121 ,0.102 ,0.048 ,12.706 ,4.0792 ,3.3617 
7.3 ,5.8 ,292 ,28.8 ,2.3 ,6.8 ,5.3 ,26.3 ,4.3 ,1.537 ,0.066 ,0.068 ,0.018 ,3.609 ,3.0000 ,2.6128 
7.5 ,7.0 ,241 ,31.5 ,3.2 ,7.4 ,5.5 ,50.3 ,9.1 ,0.857 ,0.086 ,0.067 ,0.023 ,1.804 ,2.4771 ,1.8451 
7.3 ,7.1 ,130 ,24.1 ,2.2 ,7.6 ,5.7 ,9.8 ,36.0 ,1.263 ,0.135 ,0.117 ,0.085 ,29.849 ,4.4150 ,3.0000 
7.0 ,7.7 ,181 ,26.3 ,3.2 ,8.0 ,5.9 ,18.0 ,37.0 ,1.605 ,0.160 ,0.114 ,0.096 ,86.871 ,4.5051 ,3.8325 
7.4 ,8.0 ,181 ,24.2 ,1.2 ,5.2 ,3.9 ,3.6 ,3.9 ,1.890 ,0.066 ,0.067 ,0.053 ,8.136 ,3.6128 ,3.0000 
7.0 ,9.1 ,261 ,23.2 ,2.5 ,5.3 ,4.4 ,20.5 ,4.1 ,1.275 ,0.087 ,0.014 ,0.022 ,6.257 ,3.3424 ,2.8388 
7.6 ,7.6 ,122 ,22.1 ,1.8 ,7.4 ,5.2 ,4.7 ,18.0 ,1.686 ,0.134 ,0.080 ,0.080 ,33.968 ,4.0414 ,3.6628 
7.2 ,8.5 ,252 ,21.6 ,1.1 ,5.1 ,4.1 ,5.8 ,2.1 ,1.525 ,0.048 ,0.025 ,0.036 ,3.963 ,3.7243 ,2.4624 
7.1 ,8.2 ,247 ,22.6 ,1.5 ,5.2 ,4.2 ,11.6 ,2.5 ,1.161 ,0.051 ,0.033 ,0.025 ,4.169 ,3.4314 ,2.2304 
8.2 ,11.7 ,295 ,21.8 ,1.2 ,5.0 ,3.7 ,3.9 ,2.9 ,2.010 ,0.081 ,0.181 ,0.046 ,4.248 ,3.6335 ,2.8513 
7.6 ,10.8 ,310 ,16.9 ,1.1 ,4.9 ,3.9 ,7.1 ,3.2 ,1.956 ,0.073 ,0.057 ,0.041 ,3.445 ,3.5185 ,2.3802 
7.5 ,10.5 ,381 ,16.1 ,1.2 ,5.3 ,4.0 ,10.5 ,2.5 ,1.769 ,0.064 ,0.120 ,0.027 ,3.111 ,3.3010 ,2.0792 
7.7 ,13.4 ,399 ,14.1 ,2.8 ,6.7 ,5.3 ,50.1 ,6.0 ,1.515 ,0.064 ,0.009 ,0.006 ,2.755 ,2.6021 ,1.4771 
7.7 ,10.7 ,516 ,11.1 ,3.8 ,6.8 ,5.6 ,75.6 ,8.7 ,1.889 ,0.076 ,0.387 ,0.005 ,2.117 ,3.3222 ,1.6021 
7.8 ,11.4 ,515 ,10.6 ,3.7 ,7.3 ,6.2 ,72.7 ,9.6 ,1.487 ,0.063 ,0.016 ,0.004 ,2.022 ,2.6232 ,1.7404 
8.1 ,12.1 ,553 ,7.4 ,4.7 ,8.2 ,6.5 ,88.5 ,11.5 ,1.973 ,0.067 ,0.342 ,0.006 ,1.943 ,2.7482 ,1.8751 
8.0 ,13.4 ,389 ,6.1 ,4.1 ,7.0 ,5.5 ,73.0 ,9.6 ,2.320 ,0.072 ,0.021 ,0.007 ,2.804 ,2.6990 ,2.0792 
7.0 ,13.1 ,414 ,5.9 ,3.6 ,6.5 ,5.7 ,51.5 ,7.6 ,2.360 ,0.059 ,0.225 ,0.003 ,2.256 ,3.0414 ,2.4150 
7.4 ,11.6 ,382 ,4.3 ,2.9 ,5.7 ,4.8 ,43.1 ,6.6 ,2.878 ,0.072 ,0.387 ,0.007 ,2.446 ,3.1761 ,2.6721 
7.5 ,12.6 ,341 ,2.2 ,3.0 ,5.3 ,4.3 ,44.4 ,7.3 ,2.975 ,0.068 ,0.312 ,0.004 ,2.277 ,3.3802 ,3.0414 
7.6 ,13.3 ,314 ,4.4 ,3.6 ,6.0 ,5.1 ,57.2 ,8.6 ,2.667 ,0.068 ,0.153 ,0.005 ,3.511 ,3.5185 ,2.6021 
8.0 ,14.1 ,339 ,2.8 ,3.1 ,5.9 ,4.6 ,33.9 ,7.4 ,2.810 ,0.066 ,0.038 ,0.007 ,2.657 ,3.0414 ,2.5441 
8.4 ,13.1 ,352 ,4.4 ,3.6 ,6.2 ,4.7 ,64.8 ,9.5 ,2.288 ,0.068 ,0.536 ,0.011 ,2.432 ,3.8451 ,3.1761 
8.4 ,12.5 ,356 ,3.3 ,3.2 ,5.3 ,4.4 ,37.3 ,7.1 ,2.640 ,0.061 ,0.124 ,0.007 ,3.004 ,4.3802 ,2.5315 
7.1 ,13.6 ,293 ,4.7 ,2.5 ,5.7 ,4.6 ,17.8 ,4.7 ,2.564 ,0.086 ,0.142 ,0.020 ,3.448 ,3.1761 ,2.6435 
8.0 ,7.4 ,299 ,1.4 ,2.0 ,4.8 ,4.0 ,16.9 ,5.0 ,2.831 ,0.079 ,0.388 ,0.015 ,2.588 ,3.1461 ,2.3802 
8.0 ,11.1 ,430 ,1.3 ,2.3 ,4.5 ,3.6 ,27.5 ,6.5 ,2.771 ,0.079 ,0.050 ,0.009 ,2.583 ,2.6128 ,2.4314 
7.9 ,10.7 ,464 ,2.5 ,2.4 ,4.3 ,3.5 ,20.4 ,4.6 ,2.926 ,0.089 ,0.157 ,0.008 ,2.640 ,3.0414 ,2.3010 
8.4 ,8.4 ,451 ,5.7 ,3.4 ,5.7 ,4.6 ,51.2 ,6.5 ,2.704 ,0.112 ,0.085 ,0.014 ,2.207 ,3.2788 ,2.9590 
8.5 ,7.8 ,413 ,6.5 ,4.7 ,8.5 ,6.2 ,88.1 ,13.2 ,2.236 ,0.098 ,0.006 ,0.016 ,1.808 ,2.9345 ,1.8129 
7.5 ,10.4 ,332 ,11.9 ,4.9 ,8.2 ,6.5 ,72.4 ,15.3 ,2.239 ,0.134 ,0.192 ,0.010 ,3.088 ,3.6628 ,2.9243 
6.6 ,11.5 ,307 ,8.9 ,3.6 ,7.5 ,5.5 ,34.6 ,7.5 ,2.803 ,0.096 ,0.221 ,0.012 ,2.950 ,3.5051 ,2.2041 
7.5 ,8.8 ,229 ,11.7 ,4.1 ,9.1 ,6.3 ,21.3 ,34.4 ,3.408 ,0.160 ,0.346 ,0.071 ,32.093 ,4.3802 ,3.5315 
7.0 ,12.1 ,176 ,11.6 ,1.4 ,4.9 ,3.8 ,8.5 ,5.1 ,1.908 ,0.043 ,0.048 ,0.019 ,7.426 ,4.1461 ,2.5798 
7.5 ,9.4 ,352 ,16.2 ,3.3 ,7.4 ,5.7 ,48.9 ,15.0 ,1.569 ,0.066 ,0.018 ,0.005 ,2.415 ,3.4914 ,1.3010 
7.6 ,10.6 ,237 ,11.8 ,1.9 ,7.4 ,5.2 ,10.4 ,7.6 ,2.807 ,0.100 ,0.092 ,0.043 ,6.695 ,3.1461 ,2.2041 
7.6 ,11.1 ,304 ,13.0 ,2.0 ,5.4 ,4.3 ,26.4 ,5.8 ,2.292 ,0.075 ,0.086 ,0.038 ,4.792 ,3.3010 ,2.2304 
7.6 ,8.3 ,270 ,18.1 ,3.2 ,7.1 ,5.3 ,79.5 ,12.8 ,1.502 ,0.107 ,0.043 ,0.009 ,8.327 ,4.1761 ,3.0000 
7.8 ,9.7 ,198 ,19.0 ,2.0 ,5.8 ,4.3 ,13.5 ,4.6 ,2.987 ,0.120 ,0.082 ,0.020 ,8.653 ,3.2304 ,2.7404 
7.6 ,9.1 ,243 ,17.7 ,2.3 ,6.5 ,5.2 ,17.8 ,7.8 ,2.457 ,0.129 ,0.270 ,0.035 ,10.063 ,4.1761 ,2.8451 
7.4 ,8.6 ,227 ,20.6 ,2.2 ,6.0 ,5.2 ,12.2 ,8.1 ,2.064 ,0.106 ,0.186 ,0.050 ,9.413 ,3.7634 ,2.6435 
7.7 ,10.8 ,273 ,19.5 ,2.4 ,7.6 ,6.0 ,21.5 ,16.0 ,1.798 ,0.125 ,0.100 ,0.043 ,6.016 ,3.5911 ,2.5911 
6.9 ,8.1 ,270 ,22.8 ,3.7 ,8.5 ,7.0 ,12.0 ,14.5 ,2.611 ,0.162 ,0.452 ,0.104 ,6.023 ,3.1461 ,2.3010 
6.8 ,7.1 ,263 ,24.9 ,2.8 ,9.2 ,7.6 ,5.5 ,7.5 ,2.203 ,0.126 ,0.224 ,0.074 ,6.184 ,3.5051 ,2.6628 
6.7 ,6.4 ,248 ,23.8 ,1.9 ,9.8 ,8.2 ,5.5 ,10.3 ,1.997 ,0.121 ,0.152 ,0.064 ,7.051 ,3.6335 ,2.3010 
7.3 ,7.3 ,260 ,24.7 ,3.7 ,11.7 ,9.2 ,27.3 ,8.0 ,1.749 ,0.098 ,0.049 ,0.027 ,4.774 ,3.1461 ,2.3617 
7.6 ,6.6 ,249 ,25.4 ,3.0 ,12.4 ,9.1 ,17.1 ,9.0 ,1.483 ,0.116 ,0.054 ,0.033 ,4.018 ,3.2304 ,2.3424 
7.4 ,8.7 ,120 ,22.7 ,2.3 ,9.2 ,6.5 ,10.0 ,38.7 ,2.155 ,0.197 ,0.102 ,0.131 ,117.544 ,4.2788 ,3.6232 
7.6 ,7.9 ,265 ,24.3 ,1.6 ,5.8 ,4.9 ,7.8 ,4.5 ,2.582 ,0.087 ,0.061 ,0.077 ,6.001 ,3.4771 ,2.6021 
7.5 ,9.2 ,302 ,30.3 ,4.7 ,8.7 ,6.5 ,49.5 ,8.5 ,1.117 ,0.095 ,0.008 ,0.055 ,4.752 ,3.0000 ,2.1461 
